,iclass,idxs,x_pos,y_pos,consistent_r3,batch_size,rule_uniq,rule_cnts
4962,33,"[9429, 530, 2412]",0,2,85,100,[33.  6. 24. 25.],[85 21  5  3]
4963,33,"[9429, 530, 2412]",1,2,45,100,[33. 16. 10.  9. 15.],[45 12  4  3  2]
4964,33,"[9429, 530, 2412]",2,2,82,100,[33. 26. 16.  9. 11. 38. 37. 35.],[82 14 12 12  4  1  1  1]
4965,33,"[7150, 2894, 2791]",0,2,72,100,[33. 26. 16. 38.  7.],[72 10 10  5  3]
4966,33,"[7150, 2894, 2791]",1,2,91,100,[33. 25.  5. 16. 26.  6. 20.],[91 21 21 11  8  8  5]
4967,33,"[7150, 2894, 2791]",2,2,89,100,[33. 26.  6.  0. 20. 16.],[89 12 11 11  8  6]
4968,33,"[1673, 11089, 6986]",0,2,70,100,[33. 35. 25. 11.  9. 26. 20. 16.  7.],[70 12  9  7  6  3  3  2  1]
4969,33,"[1673, 11089, 6986]",1,2,92,100,[33. 26.  5. 25. 11. 22. 16.],[92 20 16 14  7  5  5]
4970,33,"[1673, 11089, 6986]",2,2,55,100,[33.  6. 16. 12.  5.],[55 24 12 12  7]
4971,33,"[9725, 11878, 6652]",0,2,33,100,[33.  6. 16.  0. 38. 39.],[33  9  8  6  2  1]
4972,33,"[9725, 11878, 6652]",1,2,55,100,[33.],[55]
4973,33,"[9725, 11878, 6652]",2,2,55,100,[33.  4. 13. 38.],[55 22 21  1]
4974,33,"[6686, 7917, 2775]",0,2,62,100,[33.  5. 26.  0.  6. 35. 25.],[62 31 11 11 10  9  7]
4975,33,"[6686, 7917, 2775]",1,2,44,100,[33.  4. 38.  5.],[44 23  5  3]
4976,33,"[6686, 7917, 2775]",2,2,54,100,[33. 35. 16. 21. 11.  9. 26.],[54 20 13  7  7  7  5]
4977,33,"[358, 3413, 6350]",0,2,86,100,[33.  4. 26. 21. 35.  5.],[86 20  6  6  3  2]
4978,33,"[358, 3413, 6350]",1,2,81,100,[33.  6. 25. 15. 37.],[81 11  7  6  1]
4979,33,"[358, 3413, 6350]",2,2,69,100,[33. 25. 35. 21.  1.  6. 26.],[69 34 11  8  6  4  2]
4980,33,"[775, 79, 5826]",0,2,71,100,[33. 15. 35. 11.  1. 16.  6.],[71 42 16  8  8  4  4]
4981,33,"[775, 79, 5826]",1,2,96,100,[33.  6. 26. 35.],[96 16  5  2]
4982,33,"[775, 79, 5826]",2,2,84,100,[33. 23.],[84 13]
4983,33,"[10538, 10414, 1110]",0,2,80,100,[33. 25. 26. 35. 19.],[80 13 10  1  1]
4984,33,"[10538, 10414, 1110]",1,2,76,100,[33. 21. 26.  5. 16. 35.  3.],[76 12 11  9  4  3  2]
4985,33,"[10538, 10414, 1110]",2,2,61,100,[33. 21. 35. 26. 16. 12.],[61 12 10  9  8  7]
4986,33,"[9213, 10880, 787]",0,2,76,100,[33. 10.  5. 16. 38.  3. 37.],[76 16 10  8  2  2  1]
4987,33,"[9213, 10880, 787]",1,2,83,100,[33.  3. 25. 23. 35.],[83 32 12 10  1]
4988,33,"[9213, 10880, 787]",2,2,92,100,[33.  3. 26. 15. 13. 22.],[92 15  7  7  5  4]
4989,33,"[5211, 4054, 5246]",0,2,79,100,[33. 26.  5. 19.  3.],[79 11  4  1  1]
4990,33,"[5211, 4054, 5246]",1,2,69,100,[33. 25. 15.  4. 26. 20. 16. 11. 35.],[69 32 28 19 12 11  4  4  1]
4991,33,"[5211, 4054, 5246]",2,2,42,100,[33. 15. 22. 26.  6.],[42 12  5  4  3]
4992,33,"[7186, 11784, 2188]",0,2,50,100,[33. 10. 16. 25.  7. 39.],[50 21  7  4  2  1]
4993,33,"[7186, 11784, 2188]",1,2,70,100,[33. 25.  6.  1. 38. 35. 23. 19.],[70  9  9  2  1  1  1  1]
4994,33,"[7186, 11784, 2188]",2,2,59,100,[33. 35. 15.  3.  5. 29.],[59 10  5  4  3  2]
4995,33,"[3177, 11009, 890]",0,2,81,100,[33. 16.  9. 38. 29. 27.],[81  8  4  2  1  1]
4996,33,"[3177, 11009, 890]",1,2,74,100,[33.  3. 35. 16. 26. 21.],[74 33 12 11  4  4]
4997,33,"[3177, 11009, 890]",2,2,75,100,[33. 21. 16. 11.  6. 35. 26.],[75 13  7  6  5  3  2]
4998,33,"[2428, 11840, 8093]",0,2,48,100,[33.  1.],[48  5]
4999,33,"[2428, 11840, 8093]",1,2,60,100,[33. 26. 38.],[60 17  5]
5000,33,"[2428, 11840, 8093]",2,2,67,100,[33.  6. 26.  0.  5. 38. 19.],[67 21 18  7  4  1  1]
5001,33,"[543, 6245, 2545]",0,2,89,100,[33.  0.  6. 19. 38.],[89 24  9  4  1]
5002,33,"[543, 6245, 2545]",1,2,61,100,[33. 26.  1.  6. 16. 38. 37.],[61 10  6  5  4  1  1]
5003,33,"[543, 6245, 2545]",2,2,74,100,[33.  2. 35. 13. 25.  6. 23.],[74  9  7  7  6  5  2]
5004,33,"[1833, 2879, 11111]",0,2,78,100,[33.  0. 26.  6. 35. 25. 20.],[78 12 11 10  7  7  6]
5005,33,"[1833, 2879, 11111]",1,2,83,100,[33. 10. 16.  9. 38.],[83 11  7  5  1]
5006,33,"[1833, 2879, 11111]",2,2,72,100,[33.  5.  6. 21. 35. 16. 26.],[72 45 17 10  5  5  2]
5007,33,"[8684, 9817, 3717]",0,2,62,100,[33.  4. 35. 26.  5.],[62 38 15  8  4]
5008,33,"[8684, 9817, 3717]",1,2,68,100,[33. 25.  2.  6. 21.  5. 35. 26.],[68 26 15 13  7  6  2  1]
5009,33,"[8684, 9817, 3717]",2,2,63,100,[33. 25. 35.],[63  8  6]
5010,33,"[3983, 4123, 1058]",0,2,73,100,[33. 16. 12.  9. 35.],[73  6  6  5  2]
5011,33,"[3983, 4123, 1058]",1,2,81,100,[33. 10.  9. 21. 26. 16.],[81 30 12  6  5  1]
5012,33,"[3983, 4123, 1058]",2,2,74,100,[33. 16.  7.],[74  6  4]
5013,33,"[7951, 6983, 2112]",0,2,70,100,[33. 23. 17.],[70 23  2]
5014,33,"[7951, 6983, 2112]",1,2,52,100,[33.],[52]
5015,33,"[7951, 6983, 2112]",2,2,20,100,[33. 15. 38.  5. 29. 13. 39.],[20  6  5  5  3  3  2]
5016,33,"[5974, 4087, 4818]",0,2,73,100,[33.  6. 35. 26. 22.  2. 16.],[73 18  9  8  8  8  7]
5017,33,"[5974, 4087, 4818]",1,2,60,100,[33. 15.  5. 13.],[60 13 13  7]
5018,33,"[5974, 4087, 4818]",2,2,74,100,[33.  2. 35. 21.  6. 26.],[74 34 12  9  7  3]
5019,33,"[8001, 8746, 11751]",0,2,32,100,[33. 15.  7. 38. 25. 13. 23.],[32  8  4  3  2  2  1]
5020,33,"[8001, 8746, 11751]",1,2,65,100,[33. 12. 16. 26.  7. 38. 20. 25.],[65 12  9  7  5  4  3  2]
5021,33,"[8001, 8746, 11751]",2,2,67,100,[33.  6. 20. 35. 12. 26. 16. 15.],[67 33 31 14  8  7  5  2]
5022,33,"[3150, 6467, 8422]",0,2,74,100,[33.  9. 19.],[74  2  1]
5023,33,"[3150, 6467, 8422]",1,2,92,100,[33. 10. 20. 26. 16.],[92 19 15 14 12]
5024,33,"[3150, 6467, 8422]",2,2,83,100,[33.  8.  7. 16.],[83  6  4  2]
5025,33,"[5928, 6236, 11577]",0,2,81,100,[33.  2. 26. 25.  6. 22. 35. 14.],[81 23 13 10 10  8  1  1]
5026,33,"[5928, 6236, 11577]",1,2,75,100,[33. 12.  3. 26. 16. 35.],[75 39 32  9  6  4]
5027,33,"[5928, 6236, 11577]",2,2,87,100,[33. 25. 21.],[87 13  7]
5028,33,"[3615, 8405, 3888]",0,2,71,100,[33. 21. 26.  9. 38. 19.],[71 11  5  4  1  1]
5029,33,"[3615, 8405, 3888]",1,2,87,100,[33.  5. 16. 10.  6. 21. 26.  0. 38.],[87 20 12 12 11  7  5  5  1]
5030,33,"[3615, 8405, 3888]",2,2,68,100,[33.  3. 20. 26. 25. 19.],[68 11  7  6  3  2]
5031,33,"[6409, 9512, 2306]",0,2,57,100,[33.  6.  5. 20. 26. 25.  0. 38.],[57 25 14 10  9  4  2  1]
5032,33,"[6409, 9512, 2306]",1,2,52,100,[33. 12. 16.  7.  9.  8.],[52 13  4  2  1  1]
5033,33,"[6409, 9512, 2306]",2,2,96,100,[33. 10. 16.  9.],[96 21 13  1]
5034,33,"[10912, 7146, 11023]",0,2,82,100,[33.  6. 26. 35. 19.  2.],[82 19  9  7  4  2]
5035,33,"[10912, 7146, 11023]",1,2,84,100,[33.  6. 16. 11. 35.],[84 42 11 10  4]
5036,33,"[10912, 7146, 11023]",2,2,79,100,[33. 15. 21. 35. 10. 26. 16.],[79 34 13 10  6  5  3]
5037,33,"[5039, 7241, 4846]",0,2,67,100,[33. 16. 24.  7. 15. 12. 35. 25.],[67  9  6  6  5  5  2  1]
5038,33,"[5039, 7241, 4846]",1,2,71,100,[33. 16. 12.  6. 26. 35.  2. 38.],[71 14 10 10  7  2  2  1]
5039,33,"[5039, 7241, 4846]",2,2,64,100,[33.  5. 26. 35. 22.],[64 28 15  7  4]
5040,33,"[3290, 5479, 10948]",0,2,70,100,[33. 12.  2. 25. 35. 16.  6.],[70 42 41 34  8  6  2]
5041,33,"[3290, 5479, 10948]",1,2,97,100,[33.  6. 26. 22.  2.],[97 17 16 13  5]
5042,33,"[3290, 5479, 10948]",2,2,94,100,[33. 20. 26. 12. 16. 15.],[94 17 16 10  9  6]
5043,33,"[8187, 11739, 3295]",0,2,76,100,[33. 26.],[76  5]
5044,33,"[8187, 11739, 3295]",1,2,65,100,[33. 12.  4. 26. 25. 35. 16. 22.  5.],[65 39 31 14 12 11  5  2  2]
5045,33,"[8187, 11739, 3295]",2,2,75,100,[33. 29.  9. 38.],[75  3  2  1]
5046,33,"[11542, 11452, 8111]",0,2,68,100,[33. 22. 15. 35.  6.  5. 26. 11. 16.  2.],[68 39 34 11 11 10  8  8  5  5]
5047,33,"[11542, 11452, 8111]",1,2,80,100,[33.  5. 26. 20. 14. 15.],[80 25 18  9  6  3]
5048,33,"[11542, 11452, 8111]",2,2,77,100,[33.  6. 19.],[77 13  3]
5049,33,"[1658, 5337, 8861]",0,2,77,100,[33. 16. 26.  4. 12. 20. 25.  5.],[77 17 16 15 10  8  3  2]
5050,33,"[1658, 5337, 8861]",1,2,56,100,[33.  5.],[56 10]
5051,33,"[1658, 5337, 8861]",2,2,56,100,[33. 35. 25. 10. 16. 20. 26.],[56 10  8  8  6  4  3]
5052,33,"[4371, 6296, 8876]",0,2,66,100,[33. 35.  7.],[66 13  8]
5053,33,"[4371, 6296, 8876]",1,2,80,100,[33. 10. 15. 35. 16.],[80 14  9  6  6]
5054,33,"[4371, 6296, 8876]",2,2,64,100,[33.  5. 26. 35.  0.  6. 22.],[64 34 21 16  8  7  6]
5055,33,"[595, 5846, 8069]",0,2,66,100,[33. 16. 35.  6.  5.  2. 15.],[66 15 13 11 10 10  8]
5056,33,"[595, 5846, 8069]",1,2,75,100,[33. 25. 15. 20.  6. 26. 13. 38.  2.],[75 29 13  9  9  6  6  1  1]
5057,33,"[595, 5846, 8069]",2,2,65,100,[33. 25. 35. 26.  7. 38.],[65 13 11  7  2  1]
5058,33,"[7960, 11197, 6479]",0,2,86,100,[33. 38.  9. 29.],[86  5  3  1]
5059,33,"[7960, 11197, 6479]",1,2,55,100,[33. 16.],[55  4]
5060,33,"[7960, 11197, 6479]",2,2,66,100,[33.  4. 35. 26. 14. 15.  5. 21.],[66 42 13 10  7  3  2  1]
5061,33,"[9227, 4559, 10523]",0,2,62,100,[33. 12. 22.  1. 26. 16. 37.],[62 23 12 10  7  3  1]
5062,33,"[9227, 4559, 10523]",1,2,74,100,[33. 16.  5.  2. 11.  6. 38. 35.],[74 11 10  9  8  7  1  1]
5063,33,"[9227, 4559, 10523]",2,2,83,100,[33. 12. 35. 16.  9.  7.],[83 17  6  5  1  1]
5064,33,"[6309, 8714, 4136]",0,2,77,100,[33.  9. 16. 26. 35. 11.],[77 44 15 12  8  8]
5065,33,"[6309, 8714, 4136]",1,2,79,100,[33.  2. 23.  6. 35.],[79 36 35  7  3]
5066,33,"[6309, 8714, 4136]",2,2,67,100,[33. 35. 15.  5. 16. 12.  3.],[67  8  6  6  5  5  4]
5067,33,"[444, 10312, 2593]",0,2,76,100,[33. 15.  1. 35. 21. 16. 11. 26.  6.],[76 36 11  9  6  6  4  1  1]
5068,33,"[444, 10312, 2593]",1,2,83,100,[33. 26. 14.  1. 20. 15. 35.  6.],[83 10  8  6  5  5  3  3]
5069,33,"[444, 10312, 2593]",2,2,90,100,[33. 16. 26. 11.  9. 35.],[90 13 12 10  2  1]
5070,33,"[8682, 3842, 8647]",0,2,80,100,[33. 25. 35. 38.],[80  6  2  1]
5071,33,"[8682, 3842, 8647]",1,2,86,100,[33.  4. 16.  5.],[86 19  5  3]
5072,33,"[8682, 3842, 8647]",2,2,74,100,[33. 26.  6. 25. 20.  2. 37. 35.],[74 10  9  5  5  5  2  1]
5073,33,"[10377, 5926, 3275]",0,2,85,100,[33.  6.],[85 24]
5074,33,"[10377, 5926, 3275]",1,2,91,100,[33.  6. 22. 11. 26. 16.  2. 35.],[91 15 14  8  6  6  3  2]
5075,33,"[10377, 5926, 3275]",2,2,87,100,[33. 26. 20. 14. 15.],[87 10  8  4  2]
5076,33,"[3279, 911, 10267]",0,2,82,100,[33.  5. 26. 35.  3.],[82 12  9  3  2]
5077,33,"[3279, 911, 10267]",1,2,90,100,[33.  6. 16. 26. 21.  2.],[90 12 11  8  6  2]
5078,33,"[3279, 911, 10267]",2,2,69,100,[33. 26. 35.  1. 15. 14.  6.],[69 32 13  8  7  5  2]
5079,33,"[10964, 5643, 8719]",0,2,72,100,[33. 15.  2. 35. 16. 24.  6. 11.],[72 36 32 13 13  6  6  4]
5080,33,"[10964, 5643, 8719]",1,2,71,100,[33.  5.  0. 35. 23.  6.],[71 41 11  9  9  8]
5081,33,"[10964, 5643, 8719]",2,2,83,100,[33. 16.  7. 25. 23.],[83 13  7  5  4]
5082,33,"[4283, 3580, 8063]",0,2,62,100,[33. 22. 35.  2. 26.  6. 15. 14.],[62 15 13 10  7  5  3  3]
5083,33,"[4283, 3580, 8063]",1,2,68,100,[33. 26. 10. 16. 35. 22.],[68 13 11 10  3  1]
5084,33,"[4283, 3580, 8063]",2,2,53,100,[33. 15.  5. 35. 26. 16. 20. 11. 25. 38.],[53 33 23 12 10  9  8  8  5  1]
5085,33,"[10069, 4235, 6431]",0,2,67,100,[33.  6. 10. 16.  2. 38. 25. 23. 39.],[67 15 12 10  7  5  5  5  1]
5086,33,"[10069, 4235, 6431]",1,2,78,100,[33.  1. 35. 26. 22.  6.],[78 14 11  8  7  5]
5087,33,"[10069, 4235, 6431]",2,2,66,100,[33. 15. 35. 10.  6. 16. 21. 26.  2.],[66 41 15 11 10  8  5  4  4]
5088,33,"[2671, 11778, 11797]",0,2,58,100,[33.  5. 15. 26. 13. 25.],[58 18 11 10  9  5]
5089,33,"[2671, 11778, 11797]",1,2,43,100,[33.  5. 29.],[43 17  2]
5090,33,"[2671, 11778, 11797]",2,2,79,100,[33. 26. 25.  9. 38.],[79 12  9  3  1]
5091,33,"[8589, 9881, 1696]",0,2,80,100,[33. 22. 26.  6.  2. 16.],[80 31 12  6  5  3]
5092,33,"[8589, 9881, 1696]",1,2,74,100,[33.  4. 35. 24. 16. 11. 25.  5.],[74 26 10  9  7  7  2  1]
5093,33,"[8589, 9881, 1696]",2,2,50,100,[33.  5. 35. 15. 24. 16.  6.  0. 12. 25.],[50 36 21 12 10  9  6  6  5  4]
5094,33,"[4760, 7318, 8661]",0,2,73,100,[33. 35. 16.  1.],[73 11  7  7]
5095,33,"[4760, 7318, 8661]",1,2,67,100,[33. 26. 16. 20. 12.  5.  3. 15.],[67 16 15 12  8  6  2  1]
5096,33,"[4760, 7318, 8661]",2,2,72,100,[33. 26. 13. 35.  9.],[72 44 32 11  2]
5097,33,"[3155, 5648, 1091]",0,2,88,100,[33.  5.  6. 35. 26.],[88 45 12  4  1]
5098,33,"[3155, 5648, 1091]",1,2,94,100,[33. 12.  6. 16.  1. 35.],[94 19 13  9  5  1]
5099,33,"[3155, 5648, 1091]",2,2,91,100,[33.  2. 12.  6. 26. 16.],[91 37 10  9  2  1]
5100,34,"[7201, 1850, 11916]",0,2,28,100,[35. 34. 16. 26.  1.  6.],[40 28 23 15 12  5]
5101,34,"[7201, 1850, 11916]",1,2,10,100,[35.  5.  0. 12. 34. 16.  6.],[53 35 17 14 10  9  7]
5102,34,"[7201, 1850, 11916]",2,2,22,100,[35.  3. 34. 22. 16. 26.],[55 41 22  8  5  3]
5103,34,"[1324, 5102, 7675]",0,2,21,100,[34. 24. 10. 25. 16. 38.],[21 10  6  2  2  1]
5104,34,"[1324, 5102, 7675]",1,2,10,100,[23. 34. 12. 16. 38.],[47 10  9  7  5]
5105,34,"[1324, 5102, 7675]",2,2,13,100,[34.  0. 26. 20.  6. 38. 25.],[13 12 10  9  9  8  2]
5106,34,"[3221, 486, 7558]",0,2,23,100,[35. 22. 34. 15.  6. 26. 13.],[41 33 23 13 13 12  8]
5107,34,"[3221, 486, 7558]",1,2,17,100,[35. 25. 34.  6. 15.  1.],[38 19 17 10  9  8]
5108,34,"[3221, 486, 7558]",2,2,19,100,[35. 34. 12.  3.  5. 16.],[31 19 14 11  5  1]
5109,34,"[10905, 7471, 8097]",0,2,12,100,[34. 14. 15. 38. 37.],[12  6  2  1  1]
5110,34,"[10905, 7471, 8097]",1,2,6,100,[24. 38. 11. 25. 34. 16.],[13  9  9  7  6  2]
5111,34,"[10905, 7471, 8097]",2,2,9,100,[ 6. 34. 38. 24. 11.  1. 25. 16.],[10  9  8  8  8  4  3  2]
5112,34,"[8183, 11236, 4494]",0,2,14,100,[35. 25. 21. 34.  1. 26. 14.  6. 15.],[54 34 15 14 10  8  6  5  1]
5113,34,"[8183, 11236, 4494]",1,2,20,100,[ 6. 15. 35. 34. 16. 11.],[54 45 41 20  5  5]
5114,34,"[8183, 11236, 4494]",2,2,7,100,[35. 26.  1. 16. 34. 11. 22.  6.],[60  9  9  8  7  7  6  1]
5115,34,"[3928, 6831, 5861]",0,2,42,100,[34. 16. 10.  9. 29.],[42  9  8  5  4]
5116,34,"[3928, 6831, 5861]",1,2,14,100,[35. 34. 26. 16. 38.  7.],[18 14  9  8  2  2]
5117,34,"[3928, 6831, 5861]",2,2,4,100,[20. 15.  2. 16. 26.  6.  5. 34. 39. 38.],[33 32 11 10  8  5  5  4  1  1]
5118,34,"[3755, 5211, 4609]",0,2,4,100,[ 2. 35. 22. 26. 34.  6. 37.],[53 32 18  6  4  2  1]
5119,34,"[3755, 5211, 4609]",1,2,7,100,[13.  9. 34. 26.],[13 10  7  5]
5120,34,"[3755, 5211, 4609]",2,2,1,100,[22.  2.  6. 26. 38. 34. 17.],[17 17 16  4  1  1  1]
5121,34,"[4673, 1606, 7287]",0,2,14,100,[ 6. 22. 34. 16. 26. 12. 37.],[28 15 14 14  5  2  1]
5122,34,"[4673, 1606, 7287]",1,2,5,100,[ 6. 21. 35. 16. 26. 34.  1. 38.],[29 15 13  9  7  5  5  3]
5123,34,"[4673, 1606, 7287]",2,2,25,100,[10. 34. 38. 16.  6.],[30 25  8  6  5]
5124,34,"[708, 348, 2107]",0,2,13,100,[25. 21. 34. 15. 13.  5.  3. 26. 38.],[31 14 13 10  7  7  7  5  2]
5125,34,"[708, 348, 2107]",1,2,2,100,[25. 20. 16. 38. 26. 34.],[14 10  7  3  3  2]
5126,34,"[708, 348, 2107]",2,2,16,100,[35. 34.  6.  5. 16. 11.  0.],[57 16 16  9  7  6  6]
5127,34,"[6871, 8162, 4759]",0,2,7,100,[26. 11. 34. 16. 22. 37.],[10 10  7  6  2  1]
5128,34,"[6871, 8162, 4759]",1,2,1,100,[ 0. 13.  6. 38. 34.],[39 28  5  3  1]
5129,34,"[6871, 8162, 4759]",2,2,3,100,[ 0.  6. 34. 14.],[29  9  3  2]
5130,34,"[5273, 1275, 10988]",0,2,46,100,[34. 38. 26.  9.],[46 10  6  3]
5131,34,"[5273, 1275, 10988]",1,2,9,100,[ 5. 21. 34. 26. 16. 37.],[17 12  9  5  4  1]
5132,34,"[5273, 1275, 10988]",2,2,1,100,[22. 26. 34.  9.],[33  6  1  1]
5133,34,"[8876, 3323, 11059]",0,2,1,100,[25.  7. 11. 26. 16. 21. 34.],[33 14 12 10  4  2  1]
5134,34,"[8876, 3323, 11059]",1,2,33,100,[20. 34.  5. 26. 38.],[35 33 22 11  2]
5135,34,"[8876, 3323, 11059]",2,2,39,100,[34.  5. 35.],[39 20 16]
5136,34,"[10804, 10609, 2589]",0,2,23,100,[13. 34. 21. 35.  1. 26.  6.],[38 23 14 12  8  6  1]
5137,34,"[10804, 10609, 2589]",1,2,3,100,[ 5. 26. 20. 17.  3. 39. 34. 37.],[9 7 7 5 4 3 3 1]
5138,34,"[10804, 10609, 2589]",2,2,5,100,[ 1. 38. 15. 34. 14.  6. 39.],[14  7  6  5  4  2  1]
5139,34,"[8499, 7045, 7012]",0,2,1,100,[16. 22. 26. 38. 37. 34.],[10  7  5  3  1  1]
5140,34,"[8499, 7045, 7012]",1,2,10,100,[ 6. 34. 16. 12. 21. 38. 26.],[13 10 10 10  4  2  2]
5141,34,"[8499, 7045, 7012]",2,2,34,100,[34.  5. 25. 35. 21. 26. 37.],[34 28 26  9  7  6  1]
5142,34,"[11147, 3031, 9627]",0,2,0,100,[12.  5.  6. 25. 38. 16. 23. 37.],[32 20 15 14  9  5  3  2]
5143,34,"[11147, 3031, 9627]",1,2,6,100,[35.  0. 11. 21. 16.  6. 26. 34.],[67 22 15 11 10 10  7  6]
5144,34,"[11147, 3031, 9627]",2,2,7,100,[ 6. 24. 34. 15.  1. 38. 37.],[17  8  7  5  5  3  1]
5145,34,"[2651, 11120, 1217]",0,2,35,100,[34.  3. 11. 16. 29. 38.],[35 18 14  5  2  1]
5146,34,"[2651, 11120, 1217]",1,2,10,100,[35. 34.  6. 16.],[36 10 10  4]
5147,34,"[2651, 11120, 1217]",2,2,23,100,[35. 34. 25.  5. 20. 16. 26.],[28 23 23 21 20 13 11]
5148,34,"[1113, 7401, 2584]",0,2,12,100,[35. 26. 34. 14. 15.],[59 52 12  3  2]
5149,34,"[1113, 7401, 2584]",1,2,18,100,[35. 34. 25.  6. 14. 37.],[40 18 16 10  8  1]
5150,34,"[1113, 7401, 2584]",2,2,11,100,[35. 16. 26. 34.  6. 11.  2. 22.],[56 15 12 11 11  9  9  6]
5151,34,"[874, 6057, 3300]",0,2,1,100,[22. 26. 37. 34.],[7 4 2 1]
5152,34,"[874, 6057, 3300]",1,2,5,100,[ 4. 13. 38. 34. 25. 23.],[34 15  5  5  5  4]
5153,34,"[874, 6057, 3300]",2,2,8,100,[ 4. 34.  5.],[26  8  2]
5154,34,"[8596, 1905, 10175]",0,2,23,100,[ 4. 34. 25. 16.  5.],[24 23 11  7  2]
5155,34,"[8596, 1905, 10175]",1,2,9,100,[35. 34. 16. 24. 25.  7. 37.],[12  9  8  6  5  2  1]
5156,34,"[8596, 1905, 10175]",2,2,1,100,[25. 14. 37. 34. 15.],[20  5  1  1  1]
5157,34,"[1693, 7774, 10010]",0,2,12,100,[15. 21. 34.  1. 11. 16.  6. 26.],[38 14 12 10  8  7  6  4]
5158,34,"[1693, 7774, 10010]",1,2,0,100,[ 0.  6. 38.],[7 5 2]
5159,34,"[1693, 7774, 10010]",2,2,13,100,[ 5. 25. 35. 34. 15. 14. 23. 39.],[25 17 16 13  8  8  4  1]
5160,34,"[11859, 3087, 9328]",0,2,4,100,[35. 15. 10. 26. 34. 16.],[48 42 15  5  4  1]
5161,34,"[11859, 3087, 9328]",1,2,6,100,[35.  3. 26. 14. 34. 15.],[45 38 12  7  6  6]
5162,34,"[11859, 3087, 9328]",2,2,17,100,[34. 21. 26. 16. 12. 38.],[17 11  8  8  8  2]
5163,34,"[11242, 2086, 7316]",0,2,2,100,[ 5. 34. 26. 38.],[10  2  2  1]
5164,34,"[11242, 2086, 7316]",1,2,4,100,[26. 22. 25.  1. 38. 34. 19.  6.],[13 11  8  8  6  4  1  1]
5165,34,"[11242, 2086, 7316]",2,2,3,100,[20.  3. 11.  5. 26. 16. 38. 34.],[26  9  8  7  4  4  3  3]
5166,34,"[454, 2128, 11440]",0,2,18,100,[16. 34. 25. 12.  4. 38.  5. 23. 37.],[19 18 18 18 18 10  6  5  1]
5167,34,"[454, 2128, 11440]",1,2,8,100,[34. 20. 26.  9. 37.],[8 8 7 5 1]
5168,34,"[454, 2128, 11440]",2,2,2,100,[22. 26. 38.  6.  1. 34.],[7 6 4 4 3 2]
5169,34,"[11781, 10695, 3094]",0,2,9,100,[ 5. 35. 26. 16. 34. 25.  0.  6. 38.],[35 27 12 10  9  9  8  7  1]
5170,34,"[11781, 10695, 3094]",1,2,16,100,[34.  6. 12. 25. 23. 16.  5.  0.],[16 12  9  8  8  8  7  6]
5171,34,"[11781, 10695, 3094]",2,2,19,100,[34. 38. 39.],[19  5  2]
5172,34,"[2129, 10510, 3285]",0,2,30,100,[34. 38.  9. 26. 21.],[30 16 10  7  5]
5173,34,"[2129, 10510, 3285]",1,2,12,100,[35.  6. 34. 21. 15. 26.  0. 38. 13.],[18 13 12  8  8  6  5  1  1]
5174,34,"[2129, 10510, 3285]",2,2,10,100,[35. 34.  6.  1. 14. 15. 38.],[42 10  8  8  6  4  1]
5175,34,"[6641, 296, 7759]",0,2,2,100,[16. 15. 12. 34. 39. 37. 29.],[5 4 3 2 1 1 1]
5176,34,"[6641, 296, 7759]",1,2,24,100,[15. 26. 34. 38.  5.  3.],[35 32 24 11  9  2]
5177,34,"[6641, 296, 7759]",2,2,11,100,[15. 25. 34.  1. 38. 23.  6.],[40 14 11  9  7  5  2]
5178,34,"[10475, 8790, 2867]",0,2,6,100,[26. 21.  6. 34.  1. 38.],[11 10  9  6  5  1]
5179,34,"[10475, 8790, 2867]",1,2,6,100,[ 4. 35.  5. 34. 26. 21.],[46 45  9  6  6  4]
5180,34,"[10475, 8790, 2867]",2,2,17,100,[20. 35. 34. 26. 15.  6.  1.],[46 39 17 14 13 11  7]
5181,34,"[7238, 5579, 8282]",0,2,11,100,[35.  2. 34. 16. 26.  6. 12.],[57 46 11 11 10 10  8]
5182,34,"[7238, 5579, 8282]",1,2,4,100,[20.  2. 26.  6. 34. 38.],[34 10  8  8  4  1]
5183,34,"[7238, 5579, 8282]",2,2,39,100,[34. 25.  3. 35. 26. 20. 13.],[39 32 27 20 11 11  5]
5184,34,"[752, 3988, 11716]",0,2,22,100,[ 2. 34. 26. 15. 38.  6. 13.],[23 22 18 16  9  9  3]
5185,34,"[752, 3988, 11716]",1,2,12,100,[35. 26. 34.  2.  6. 22. 38.],[66 15 12 12  8  2  1]
5186,34,"[752, 3988, 11716]",2,2,5,100,[ 5. 25.  4. 26. 11. 20. 34. 16. 38.],[50 29 17  9  9  6  5  5  4]
5187,34,"[9951, 7259, 2716]",0,2,6,100,[26. 22. 34.],[13 10  6]
5188,34,"[9951, 7259, 2716]",1,2,8,100,[35. 34. 14. 26. 15.],[44  8  6  4  2]
5189,34,"[9951, 7259, 2716]",2,2,27,100,[20. 35. 34.  3. 26. 16. 11. 37.],[29 28 27 27 11  7  3  2]
5190,34,"[5995, 11383, 8116]",0,2,3,100,[35. 10.  4. 16. 34.  5. 39.],[49 47 43  5  3  3  1]
5191,34,"[5995, 11383, 8116]",1,2,1,100,[15. 16. 26. 38. 34.],[29  8  4  3  1]
5192,34,"[5995, 11383, 8116]",2,2,15,100,[ 5. 34. 21. 26. 35. 37.],[22 15 14 10  4  1]
